Country,WeGlide,OpenAIP,OpenAIP ID,OLC,Region,Launches,Launches 2015,Launches 2019,Wrong
RO,Craiova,CRAIOVA AIRPORT,159198,Craiova,,344,0,0,
RO,Geamana Pitesti,FETESTI,1360147,Geamana Pitesti,,266,212,58,x
RO,Targu Mures,TARGU MURES,1360167,Targu Mures Vidr,,262,224,40,
RO,Iasi,IASI,1360144,Iasi,,258,92,13,
RO,Ghimbav Brasov,GHIMBAV,1360128,Ghimbav Brasov,,256,29,8,
RO,Cluj Napoca,CLUJ NAPOCA - AVRAM IANCU INTERNATIONAL,159197,Cluj Napoca Some,,221,125,16,
RO,Kings Land,CISNADIE,1360163,Kings Land,,165,100,28,x
RO,Suceava Salcea,SUCEAVA STEFAN CEL MARE AIRPORT,159208,Suceava Salcea,,144,73,24,
RO,Banesti,BANESTI,1360158,Banesti,,111,38,2,
RO,Strejnic,STREJNIC,1360159,Strejnic,,13,13,0,
RS,Ecka Zrenjanin,ZRENJANIN / ECKA,190274,Ecka Zrenjanin,,193,20,3,
RS,Sremska Mitrovica,SREMSKA MITROVICA / VELIKI RADINCI,423427,Sremska Mitrovica,,15,15,0,
RU,Kislovodsk,KHOTILOVO AIR BASE,159470,Kislovodsk,,414,404,38,x
RU,Usman,USMAN AIRFIELD,159903,Usman,,331,331,107,
RU,Adagum,,,Adagum,,222,222,37,x
RU,Shevlino,SHEVLINO HELIPAD,159788,Shevlino,,222,193,4,x
RU,Shchekino,PUSHKIN AIRPORT,159727,Shchekino,,192,192,134,x
RU,Gisel,NOGINSK AIRFIELD,159643,Gisel,,185,185,40,x
RU,Vinnitsa,BRONNITSY AIRFIELD,159307,Vinnitsa,,67,67,26,x
RU,Rydoma,RYDOMA AIRFIELD,159744,Rydoma,,40,40,0,
RU,Novosibirsk,NOVOSIBIRSK NORTH AIRPORT,159653,Novosibirsk,,38,31,14,
RU,Mineralnyye Vody,MINERALNYYE VODY AIRPORT,159602,Mineralnyye Vody,,11,0,0,
RU,Elista,ELISTA AIRPORT,159377,Elista,,6,6,0,
SE,Eskilstuna Ekeby,ESKILSTUNA/EKEBY,161319,Eskilstuna Ekeby,,1021,608,102,
SE,Enköping Långtora,ENKÖPING/LÅNGTORA,190282,Enkoping Langtor,,392,249,51,
SE,Ljungby Feringe,LJUNGBYHED,161378,Ljungby Feringe,,343,255,38,x
SE,Boras Viared,MORA LASARETT,2337068,Boras Viared,,326,162,19,x
SE,Siljansnäs,SILJANSNÄS,161410,Siljansnas,,300,256,33,
SE,Sundbro Uppsala,UPPSALA/SUNDBRO,161423,Sundbro Uppsala,,262,212,85,
SE,Arboga,ARBOGA,161299,Arboga Gld,,260,172,24,
SE,Linköping,LINKÖPING/SAAB,161377,Lidkoping Lidkop,,222,82,10,
SE,Skövde,SKÖVDE,161414,Skoevde Maal Gld,,154,88,44,
SE,Dala-Järna,DALA-JÄRNA,161317,Dala Jarna,,148,54,13,
SE,Kiruna,KIRUNA,161365,Kiruna,,138,103,25,
SE,Landskrona,LANDSKRONA,161373,Landskrona Viarp,,105,50,8,
SE,Herrljunga,HERRLJUNGA,161348,Herrjlunga,,98,64,25,
SE,Kronobergshed Fp,KRONOBERGSHED FP,190291,Kronobergshed Fp,,95,45,10,
SE,Ljungbyhed,LJUNGBYHED,161378,Ljungbyhed,,92,46,5,
SE,Orsa,ORSA/TALLHED,161399,Orsa,,74,64,12,
SE,Hultsfred,HULTSFRED-VIMMERBY,161350,Hultsfred Fpl,,69,21,0,
SE,Falköping,FALKöPING,161325,Falkoeping,,44,23,1,
SE,Jonkoping Odestugu,JONKOPING ODESTUGU,190290,Jonkoping Odestu,,29,8,0,
SE,Ludvika,LUDVIKA,161380,Ludvika,,26,16,0,
SE,Finspang,FINSPANG,190284,Finspang,,23,13,2,
SE,Borlänge,BORLÄNGE,161311,Borlange Gld,,22,16,1,
SE,Älvsbyn,ÄLVSBYN,161451,Alvsbyn Hoeghede,,20,13,6,
SE,Karlstad,KARLSTAD,161362,Karlstad N Gld,,20,10,0,
SE,Arvika,ARVIKA/WESTLANDA,161302,Arvika,,19,19,0,
SE,Ljusdal,LJUSDAL,161379,Ljusdals,,11,3,0,
SE,Örebro,ÖREBRO,161457,Orebro Gld,,9,5,0,
SE,Alingsås,ALINGSåS,161297,Alingsas,,8,6,0,
SE,HöganÄs,HÖGANÄS,161353,Hoganas,,6,2,1,
SE,Norrköping-Kungsängens,NORRKÖPING/KUNGSÄNGEN,161394,Norrkoeping Kung,,6,4,0,
SE,Akersberga,AKERSBERGA,2337084,Akersberga,,3,3,0,
SE,Västerås,VÄSTERÅS/JOHANNISBERG,161355,Vasteras Johanni,,3,2,0,
SI,Lesce Bled,LESCE BLED,190308,Lesce Bled,,2121,1489,348,
SI,Postojna,POSTOJNA AIRFIELD,160211,Postojna,,769,445,100,
SI,Celje,CELJE GLIDER AIRPORT,160198,Celje,,733,341,42,
SI,Slovenj Gradec,SLOVENJ GRADEC AIRPORT,160214,Slovenj Gradec,,580,135,0,
SI,Ajdovscina,AJDOVščINA AIRPORT,160196,Ajdovscina,,468,205,45,
SI,Ptuj Moskanjci,PTUJ AIRPORT,160213,Ptuj Moskanjci,,428,240,12,
SI,Maribor,MARIBOR AIRPORT,160204,Maribor,,425,247,41,
SI,Novo Mesto,NOVO MESTO AIRPORT,160209,Novo Mesto,,374,251,31,
SI,Murska Sobota,MURSKA SOBOTA AIRPORT,160208,Murska Sobot,,253,183,45,
SI,Bovec,BOVEC LETALISCE AIRPORT,160197,Bovec,,151,99,0,
SI,Velenje Lajse,VELENJE AIRPORT,160216,Velenje Lajse,,53,31,1,
SI,Cerklje,CERKLJE AIRPORT,160199,Cerklje,,6,4,0,
SK,Prievidza,PRIEVIDZA,160180,Prievidza,,2571,1400,430,
SK,Nitra,NITRA,160174,Nitra,,2045,1202,256,
SK,Male Bielice,MALE BIELICE,160172,Male Bielice,,539,254,39,
SK,Zilina,ZILINA,160195,Zilina,,279,92,5,
SK,Martin,MARTIN,160173,Martin,,165,74,19,
SK,Spisska Nova Ves,SPISSKA NOVA VES,160185,Spisska Nova Ves,,66,25,0,
SK,Raznany,RAZNANY,160181,Raznany,,34,33,2,
SK,Ruzomberok,RUZOMBEROK,160182,Ruzomberok,,24,0,0,
SK,Trencin,TRENCIN,160188,Trencin,,18,8,0,
SK,Holic,HOLIC,160167,Holic,,16,2,0,
SK,Poprad Tatry,POPRAD TATRY,160178,Poprad Tatry,,6,4,0,
SK,Ocova,OCOVA,160176,Ocova,,5,0,0,
SK,Senica,SENICA,160183,Senica,,5,5,2,
UA,Kyiv Buzova,BUZOVA,1488867,Kyiv Buzova,,117,113,77,
US,Moriarty,MORIARTY AIRPORT,174781,Moriarty,NM,6379,3442,617,
US,Soaring Club Houston,SOARING CLUB OF HOUSTON GLIDERPORT,179245,Soaring Club Houston,TX,6118,3994,941,
US,El Tiro,EL TIRO GLIDERPORT,167763,El Tiro,AZ,4128,2354,497,
US,Tsa,TSA GLIDERPORT,181199,Tsa,TX,4083,2093,382,
US,Air Sailing,AIR SAILING GLIDERPORT,162658,Air Sailing,NV,4038,2093,388,
US,Seminole Lake,SEMINOLE LAKE GLIDERPORT,178587,Seminole Lake,FL,4034,2256,454,
US,Ephrata,EPHRATA MUNICIPAL AIRPORT,167934,Ephrata,WA,3730,2112,402,
US,Boulder,BOULDER CITY MUNICIPAL AIRPORT,164407,Boulder CO,CO,3499,1793,386,
US,Minden-Tahoe,MINDEN TAHOE AIRPORT,174530,Minden-Tahoe,NV,3358,1722,325,
US,Warner Springs,WARNER SPRINGS GLIDERPORT AIRPORT,181942,Warner Springs,CA,2895,1525,297,
US,Truckee-Tahoe,TRUCKEE TAHOE AIRPORT,181183,Truckee-Tahoe,CA,2714,1663,287,
US,Garner,GARNER AIRPORT,169108,Garner VA,VA,2294,1319,340,
US,Nephi,NEPHI MUNICIPAL AIRPORT,175189,Nephi,UT,2272,1680,374,
US,Pleasant Valley,PLEASANT VALLEY AIRPORT,176682,Pleasant Valley AZ 1,AZ,2267,1508,0,
US,Mountain Valley,MOUNTAIN VALLEY AIRPORT,174923,Mountain Valley,CA,2063,1295,227,
US,Blairstown,BLAIRSTOWN AIRPORT,164155,Blairstown,NJ,2018,1073,211,
US,Parowan,PAROWAN AIRPORT,176119,Parowan,UT,1830,947,135,
US,Perry,PERRY INTERNATIONAL AIRPORT,176321,Perry SC,SC,1609,943,227,
US,Caesar Creek,CAESAR CREEK GLIDERPORT,164975,Caesar Creek,OH,1494,789,107,
US,Alexandria,ALEXANDRIA AIRPORT,162786,Alexandria IN,IN,1455,906,247,
US,Williams,WILLIAMS GLIDERPORT,182552,Williams CA,CA,1381,876,274,
US,Garner,GARNER FIELD,169109,Garner TX,TX,1320,508,54,
US,Wurtsboro-Sullivan County,WURTSBORO SULLIVAN COUNTY AIRPORT,182909,Wurtsboro-Sullivan C,NY,1305,723,102,
US,Sunflower,SUNFLOWER AERODROME,180242,Sunflower,KS,1223,815,226,
US,Kelly,KELLY AIR PARK,171961,Kelly CO,CO,1195,648,165,
US,Industrial,INDUSTRIAL AIRPARK,171279,Industrial,NM,1152,714,254,
US,Ely Arpt (Yelland),ELY AIRPORT YELLAND FIELD,167861,Ely Arpt (Yelland),NV,1148,687,161,
US,Sterling,STERLING,179984,Sterling MA,MA,1148,662,156,
US,Inyokern,INYOKERN AIRPORT,171331,Inyokern,CA,1120,578,94,
US,Ridge Soaring,RIDGE SOARING GLIDERPORT,177579,Ridge Soaring,PA,1110,515,84,
US,Hollister,HOLLISTER FIELD,170794,Hollister CA,CA,1108,625,147,
US,Bermuda High,BERMUDA HIGH GLIDERPORT,163919,Bermuda High,SC,1069,519,154,
US,Spartanburg Downtown,SPARTANBURG DOWNTOWN MEMORIAL AIRPORT,179455,Spartanburg Downtown,SC,1054,403,83,
US,Mid Atlantic Soaring,MID ATLANTIC SOARING CENTER AIRPORT,174366,Mid Atlantic Soaring,PA,1024,472,129,
US,North Plains,NORTH PLAINS GLIDERPORT,175441,North Plains,OR,1011,539,92,
US,Post Mills,POST MILLS AIRPORT,176868,Post Mills,VT,986,586,109,
US,Avenal,AVENAL AIRPORT,163286,Avenal,CA,965,463,94,
US,GHSA Glideport,TSA GLIDERPORT,181199,GHSA Glideport,TX,958,349,82,x
US,Front Royal-Warren County Airport,FRONT ROYAL WARREN COUNTY AIRPORT,168970,Front Royal-Warren C,VA,934,525,73,
US,Grant County,GRANT COUNTY AIRPORT,169567,Grant County WV,WV,932,709,13,
US,Byron,BYRON AIRPORT,164923,Byron CA,CA,906,471,100,
US,Crisp County-Cordele,CRISP COUNTY CORDELE AIRPORT,166496,Crisp County-Cordele,GA,860,472,139,
US,Arlington,ARLINGTON MUNICIPAL AIRPORT,163104,Arlington Wa Gld,WA,838,394,51,
US,Mifflin County,MIFFLIN COUNTY AIRPORT,174431,Mifflin County,PA,800,405,64,
US,Crystal,CRYSTAL AIRPORT,166555,Crystal CA,CA,792,444,93,
US,Merlin,MERLIN AERODROME,174239,Merlin,VA,761,577,201,
US,Siskiyou County,SISKIYOU COUNTY AIRPORT,178958,Siskiyou County,CA,743,332,107,
US,Logan-Cache,LOGAN CACHE AIRPORT,173086,Logan-Cache,UT,731,308,103,
US,FLF Gld,FLF GLIDERPORT,168406,FLF,TX,719,453,76,
US,Ball,BALL AIRPORT,163420,Ball NC,NC,707,449,80,
US,Greater Cumberland,GREATER CUMBERLAND REGIONAL AIRPORT,169626,Greater Cumberland,WV,690,386,37,
US,Eastern Sierra,EASTERN SIERRA REGIONAL AIRPORT,167633,Eastern Sierra,CA,670,252,11,
US,Estrella Sailport,ESTRELLA SAILPORT GLIDERPORT,167996,Estrella Sailport,AZ,645,516,157,
US,Ken Jernstedt,KEN JERNSTEDT AIRFIELD,171978,Ken Jernstedt,OR,635,145,46,
US,Stanton,STANTON AIRFIELD,179878,Stanton MN,MN,623,465,96,
US,Harris Hill,HARRIS HILL GLIDERPORT,170114,Harris Hill,NY,612,418,76,
US,Sampley's,SAMPLEY S AIRPORT,178213,Sampley's,AZ,559,382,4,
US,New Castle,NEW CASTLE AIRPORT,175214,New Castle VA,VA,556,362,97,
US,Chilhowee,CHILHOWEE GLIDERPORT,165687,Chilhowee,TN,552,197,44,
US,Jean,JEAN AIRPORT,171546,Jean,NV,537,260,47,
US,Coyote Run,COYOTE RUN GLIDERPORT,166419,Coyote Run,AZ,532,451,204,x
US,Chicago Glider Club,CHICAGO GLIDER CLUB GLIDERPORT,165646,Chicago Glider Club,IL,510,201,35,
US,Hartness State,HARTNESS STATE (SPRINGFIELD) AIRPORT,170172,Hartness State (Spri,VT,503,388,24,
US,Freeman,FREEMAN MUNICIPAL AIRPORT,168920,Freeman IN,IN,465,465,341,
US,Littlefield,LITTLEFIELD MUNICIPAL AIRPORT,173032,Littlefield,TX,452,209,13,
US,Bahnson,BAHNSON AIRPORT,163372,Bahnson,NC,445,342,31,
US,Owl Canyon,OWL CANYON GLIDERPORT,175916,Owl Canyon,CO,437,284,63,
US,Santa Ynez,SANTA YNEZ AIRPORT,178320,Santa Ynez,CA,418,199,15,
US,Highland-Winet,HIGHLAND-WINET AIRPORT,170625,Highland-Winet,IL,394,271,22,
US,California City,CALIFORNIA CITY MUNICIPAL AIRPORT,165014,California City,CA,392,1,0,
US,Harriet Alexander Field,HARRIET ALEXANDER FIELD,170094,Salida Harriet A,CO,392,148,49,
US,Sunset,SUNSET AIR STRIP,180264,Sunset OR,OR,389,273,56,
US,Moontown,MOONTOWN AIRPORT,174719,Moontown,AL,384,230,54,
US,Lake Placid,LAKE PLACID AIRPORT,172488,Lake Placid,NY,374,225,42,
US,Hartford,HARTFORD MUNICIPAL AIRPORT,170163,Hartford,WI,372,165,9,
US,New Hibiscus Airpark,NEW HIBISCUS AIRPARK,175227,New Hibiscus Airpark,FL,372,372,195,
US,Richmond,RICHMOND FIELD,177550,Richmond MI,MI,362,237,33,
US,Ionia County,IONIA COUNTY AIRPORT,171334,Ionia County,MI,353,96,8,
US,Bend,BEND MUNICIPAL AIRPORT,163854,Bend,OR,352,166,21,
US,Morgan County,MORGAN COUNTY AIRPORT,174769,Morgan County UT,UT,351,246,42,x
US,Alamogordo-White Sands,ALAMOGORDO WHITE SANDS REGIONAL AIRPORT,162724,Alamogordo-White San,NM,347,178,26,
US,Philadelphia,PHILADELPHIA GLIDERPORT,176421,Philadelphia PA 1,PA,345,222,63,x
US,Hinton,HINTON FIELD,170710,Hinton OK,OK,330,193,38,x
US,USAF Academy,USAF ACADEMY AIRFIELD,181493,USAF Academy,CO,325,114,6,
US,Buckeye,BUCKEYE MUNICIPAL AIRPORT,164748,Buckeye,AZ,313,313,277,x
US,Montague-Yreka,MONTAGUE-YREKA ROHRER FIELD,174673,Montague-Yreka Rohre,CA,300,58,0,
US,Saratoga County,SARATOGA COUNTY AIRPORT,178333,Saratoga County,NY,297,192,44,
US,Marion,MARION AIRPORT,173596,Marion OH,OH,295,216,41,x
US,Zephyrhills,ZEPHYRHILLS MUNICIPAL AIRPORT,183052,Zephyrhills,FL,295,254,86,
US,Cedar Valley,CEDAR VALLEY AIRPORT,165395,Cedar Valley,UT,291,144,0,
US,Wexford County,WEXFORD COUNTY AIRPORT,182322,Wexford County,MI,268,158,36,
US,Red Stewart,RED STEWART AIRFIELD,177350,Red Stewart,OH,266,67,0,
US,Tonopah,TONOPAH AIRPORT,180978,Tonopah NV,NV,252,142,25,
US,Pierson,PIERSON FIELD,176488,Pierson FL,FL,250,74,3,
US,Osceola Wi Simen,SIMENSTAD MUNICIPAL AIRPORT,172359,Osceola Wi Simen,WI,236,125,38,
US,Idaho Falls,IDAHO FALLS REGIONAL AIRPORT,171201,Idaho Falls,ID,230,122,18,
US,Franconia,FRANCONIA AIRPORT,168850,Franconia,NH,228,142,36,
US,Pangborn,PANGBORN MEMORIAL AIRPORT,176034,Pangborn,WA,225,83,13,x
US,Boerne Stage,BOERNE STAGE FIELD,164309,Boerne Stage,TX,219,130,20,
US,Muscatine,MUSCATINE MUNICIPAL AIRPORT,175014,Muscatine,IA,219,115,31,
US,Heber Valley,HEBER CITY MUNICIPAL RUSS MCDONALD FIELD,170339,Heber City Muni-Russ,UT,217,169,54,
US,King Mountain Park,KING MOUNTAIN GLIDER PARK,172113,King Mountain Park,ID,204,126,0,
US,Puckett,PUCKETT GLIDERPORT,177029,Puckett,TN,198,93,8,
US,Bedford County,BEDFORD COUNTY AIRPORT,163765,Bedford County,PA,195,171,17,
US,Richland,RICHLAND AIRPORT,177543,Richland WA,WA,194,86,15,
US,Faribault,FARIBAULT MUNICIPAL AIRPORT,168188,Faribault,MN,192,83,12,
US,Albert Lea,ALBERT LEA MUNICIPAL AIRPORT,162747,Albert Lea,MN,187,187,47,
US,Nampa,NAMPA MUNICIPAL AIRPORT,175082,Nampa,ID,187,134,25,
US,Merkel Sylacauga,MERKEL FIELD SYLACAUGA MUNICIPAL AIRPORT,174233,Merkel Sylacauga,AL,181,181,31,
US,Lone Pine,LONE PINE AIRPORT,173112,Lone Pine CA,CA,179,110,14,
US,Grass Roots,GRASS ROOTS STOLPORT,169584,Grass Roots FL,FL,174,116,24,
US,Bergseth,BERGSETH FIELD,163905,Bergseth,WA,166,117,28,
US,Beloit,BELOIT AIRPORT,163835,Beloit (WI),WI,158,74,0,
US,Shiflet,SHIFLET FIELD,178802,Shiflet,NC,148,71,24,
US,Lenawee County,LENAWEE COUNTY AIRPORT,172829,Lenawee County,MI,145,112,10,
US,Gallatin,GALLATIN FIELD,169060,Gallatin,MT,138,55,1,
US,Skylark,SKYLARK AIRPORT,179083,Skylark CA,CA,137,37,10,
US,Mid-Way Regional,MID WAY REGIONAL AIRPORT,174375,Mid-Way Regional TX,TX,131,27,5,
US,Westover ARB,WESTOVER ARB/METROPOLITAN AIRPORT,182296,Westover ARB/,MA,131,77,19,
US,Iowa City,IOWA CITY MUNICIPAL AIRPORT,171338,Iowa City,IA,129,59,12,
US,Menomonie Municipal,MENOMONIE MUNICIPAL SCORE FIELD,174179,Menomonie Municipal-,WI,126,67,18,
US,Vance Brand,VANCE BRAND AIRPORT,181604,Vance Brand,CO,126,82,10,
US,Garfield County,GARFIELD COUNTY REGIONAL AIRPORT,169103,Garfield County,CO,119,119,50,
US,Santa Barbara,SANTA BARBARA MUNICIPAL AIRPORT,178336,Santa Barbara,CA,109,106,13,
US,Lake Village,LAKE VILLAGE AIRPORT,172501,Lake Village IN,IN,95,94,22,
US,Knoxville Downtown,KNOXVILLE DOWNTOWN ISLAND AIRPORT,172230,Knoxville Downtown I,TN,91,50,11,
US,Monroe-Walton County,MONROE WALTON COUNTY AIRPORT,174672,Monroe-Walton County,GA,91,53,12,
ZA,Gariep Dam,GARIEP DAM,160399,Gariep Dam,,4555,2237,554,
ZA,Worcester Gld,WORCESTER,160682,Worcester Gld,,2489,1744,606,
ZA,New Tempe Bloemf,NEW TEMPE,160530,New Tempe Bloemf,,2450,1612,290,
ZA,Douglas Backhouse,DOUGLAS CAPE,160658,Douglas Backhouse,,2146,1432,374,
ZA,Orient,ORIENT,160540,Orient,,2144,1399,288,
ZA,Potchefstroom,POTCHEFSTROOM,160571,Potchefstroom,,1595,1151,257,
ZA,Kuruman/Johan Pienaar,KURUMAN / JOHAN PIENAAR,160443,Kuruman Johan Pi,,999,730,114,
ZA,Welkom,WELKOM,160674,Welkom,,562,126,50,
ZA,Brits,BRITS,160327,Brits,,355,258,12,
ZA,El Mirador,EL MIRRADOR,160376,El Mirador,,248,140,12,x
ZA,Victoria West,VICTORIA WEST,160657,Victoria3west,,106,2,0,
ZA,Tswalu Game Reserve,TSWALU GAME RESERVE,160680,Tswalo Game Rese,,80,52,5,
ZA,Uitenhage,UITENHAGE,160643,Uitenhage,,56,16,3,
ZA,Adamsfontein,ADAMSFONTEIN,160244,Adamsfontein,,54,27,8,
ZA,Parys,PARYS,160558,Parys,,27,5,2,
ZA,Harrismith,HARRISMITH,160417,Harrismith,,15,9,7,
ZA,Lichtenburg,LICHTENBURG,160477,Lichtenburg,,13,13,0,
ZA,Howick,HOWICK,160431,Howick,,9,1,0,
ZA,Springs,SPRINGS,160613,Springs,,8,8,8,
ZA,Thabazimbi,THABAZIMBI,160633,Thabazimbi,,6,0,0,
ZA,Upington,UPINGTON,160641,Upington Van Ryn,,4,3,0,
